"","year","county","use_type","use_acre_ft"
"18737",1996,"FISHER","municipal",0
"18738",1996,"FISHER","steam_electric_power",0
"18739",1996,"FLOYD","irrigation",224791
"18740",1996,"FLOYD","livestock",1843
"18741",1996,"FLOYD","manufacturing",53
"18742",1996,"FLOYD","mining",64
"18743",1996,"FLOYD","municipal",926
"18744",1996,"FLOYD","steam_electric_power",0
"18745",1996,"FOARD","irrigation",5132
"18746",1996,"FOARD","livestock",29
"18747",1996,"FOARD","manufacturing",0
"18748",1996,"FOARD","mining",0
"18749",1996,"FOARD","municipal",20
"18750",1996,"FOARD","steam_electric_power",0
"18751",1996,"FORT BEND","irrigation",34225
"18752",1996,"FORT BEND","livestock",484
"18753",1996,"FORT BEND","manufacturing",3226
"18754",1996,"FORT BEND","mining",205
"18755",1996,"FORT BEND","municipal",44709
"18756",1996,"FORT BEND","steam_electric_power",3953
"18757",1996,"FRANKLIN","irrigation",3
"18758",1996,"FRANKLIN","livestock",567
"18759",1996,"FRANKLIN","manufacturing",0
"18760",1996,"FRANKLIN","mining",1354
"18761",1996,"FRANKLIN","municipal",178
"18762",1996,"FRANKLIN","steam_electric_power",0
"18763",1996,"FREESTONE","irrigation",17
"18764",1996,"FREESTONE","livestock",696
"18765",1996,"FREESTONE","manufacturing",0
"18766",1996,"FREESTONE","mining",37
"18767",1996,"FREESTONE","municipal",2382
"18768",1996,"FREESTONE","steam_electric_power",99
"18769",1996,"FRIO","irrigation",92487
"18770",1996,"FRIO","livestock",91
"18771",1996,"FRIO","manufacturing",0
"18772",1996,"FRIO","mining",139
"18773",1996,"FRIO","municipal",3063
"18774",1996,"FRIO","steam_electric_power",227
"18775",1996,"GAINES","irrigation",415206
"18776",1996,"GAINES","livestock",1637
"18777",1996,"GAINES","manufacturing",412
"18778",1996,"GAINES","mining",7769
"18779",1996,"GAINES","municipal",2929
"18780",1996,"GAINES","steam_electric_power",0
"18781",1996,"GALVESTON","irrigation",219
"18782",1996,"GALVESTON","livestock",119
"18783",1996,"GALVESTON","manufacturing",119
"18784",1996,"GALVESTON","mining",78
"18785",1996,"GALVESTON","municipal",3135
"18786",1996,"GALVESTON","steam_electric_power",0
"18787",1996,"GARZA","irrigation",10420
"18788",1996,"GARZA","livestock",51
"18789",1996,"GARZA","manufacturing",0
"18790",1996,"GARZA","mining",1138
"18791",1996,"GARZA","municipal",140
"18792",1996,"GARZA","steam_electric_power",0
"18793",1996,"GILLESPIE","irrigation",2603
"18794",1996,"GILLESPIE","livestock",918
"18795",1996,"GILLESPIE","manufacturing",9
"18796",1996,"GILLESPIE","mining",9
"18797",1996,"GILLESPIE","municipal",3777
"18798",1996,"GILLESPIE","steam_electric_power",0
"18799",1996,"GLASSCOCK","irrigation",55187
"18800",1996,"GLASSCOCK","livestock",127
"18801",1996,"GLASSCOCK","manufacturing",0
"18802",1996,"GLASSCOCK","mining",7
"18803",1996,"GLASSCOCK","municipal",138
"18804",1996,"GLASSCOCK","steam_electric_power",0
"18805",1996,"GOLIAD","irrigation",53
"18806",1996,"GOLIAD","livestock",87
"18807",1996,"GOLIAD","manufacturing",0
"18808",1996,"GOLIAD","mining",13
"18809",1996,"GOLIAD","municipal",957
"18810",1996,"GOLIAD","steam_electric_power",115
"18811",1996,"GONZALES","irrigation",371
"18812",1996,"GONZALES","livestock",342
"18813",1996,"GONZALES","manufacturing",154
"18814",1996,"GONZALES","mining",33
"18815",1996,"GONZALES","municipal",2415
"18816",1996,"GONZALES","steam_electric_power",0
"18817",1996,"GRAY","irrigation",17863
"18818",1996,"GRAY","livestock",309
"18819",1996,"GRAY","manufacturing",3871
"18820",1996,"GRAY","mining",1366
"18821",1996,"GRAY","municipal",2830
"18822",1996,"GRAY","steam_electric_power",0
"18823",1996,"GRAYSON","irrigation",1621
"18824",1996,"GRAYSON","livestock",187
"18825",1996,"GRAYSON","manufacturing",0
"18826",1996,"GRAYSON","mining",815
"18827",1996,"GRAYSON","municipal",12686
"18828",1996,"GRAYSON","steam_electric_power",0
"18829",1996,"GREGG","irrigation",25
"18830",1996,"GREGG","livestock",87
"18831",1996,"GREGG","manufacturing",161
"18832",1996,"GREGG","mining",0
"18833",1996,"GREGG","municipal",1129
"18834",1996,"GREGG","steam_electric_power",64
"18835",1996,"GRIMES","irrigation",261
"18836",1996,"GRIMES","livestock",734
"18837",1996,"GRIMES","manufacturing",137
"18838",1996,"GRIMES","mining",31
"18839",1996,"GRIMES","municipal",3725
"18840",1996,"GRIMES","steam_electric_power",0
"18841",1996,"GUADALUPE","irrigation",41
"18842",1996,"GUADALUPE","livestock",183
"18843",1996,"GUADALUPE","manufacturing",184
"18844",1996,"GUADALUPE","mining",157
"18845",1996,"GUADALUPE","municipal",2007
"18846",1996,"GUADALUPE","steam_electric_power",0
"18847",1996,"HALE","irrigation",433633
"18848",1996,"HALE","livestock",2041
"18849",1996,"HALE","manufacturing",2139
"18850",1996,"HALE","mining",312
"18851",1996,"HALE","municipal",4619
"18852",1996,"HALE","steam_electric_power",0
"18853",1996,"HALL","irrigation",11764
"18854",1996,"HALL","livestock",36
"18855",1996,"HALL","manufacturing",0
"18856",1996,"HALL","mining",22
"18857",1996,"HALL","municipal",156
"18858",1996,"HALL","steam_electric_power",0
"18859",1996,"HAMILTON","irrigation",591
"18860",1996,"HAMILTON","livestock",256
"18861",1996,"HAMILTON","manufacturing",2
"18862",1996,"HAMILTON","mining",0
"18863",1996,"HAMILTON","municipal",614
"18864",1996,"HAMILTON","steam_electric_power",0
"18865",1996,"HANSFORD","irrigation",211978
"18866",1996,"HANSFORD","livestock",2177
"18867",1996,"HANSFORD","manufacturing",0
"18868",1996,"HANSFORD","mining",982
"18869",1996,"HANSFORD","municipal",1164
"18870",1996,"HANSFORD","steam_electric_power",0
"18871",1996,"HARDEMAN","irrigation",5154
"18872",1996,"HARDEMAN","livestock",192
"18873",1996,"HARDEMAN","manufacturing",1
"18874",1996,"HARDEMAN","mining",0
"18875",1996,"HARDEMAN","municipal",137
"18876",1996,"HARDEMAN","steam_electric_power",0
"18877",1996,"HARDIN","irrigation",267
"18878",1996,"HARDIN","livestock",12
"18879",1996,"HARDIN","manufacturing",79
"18880",1996,"HARDIN","mining",9
"18881",1996,"HARDIN","municipal",16338
"18882",1996,"HARDIN","steam_electric_power",0
"18883",1996,"HARRIS","irrigation",15300
"18884",1996,"HARRIS","livestock",738
"18885",1996,"HARRIS","manufacturing",19437
"18886",1996,"HARRIS","mining",716
"18887",1996,"HARRIS","municipal",345066
"18888",1996,"HARRIS","steam_electric_power",5176
"18889",1996,"HARRISON","irrigation",39
"18890",1996,"HARRISON","livestock",71
"18891",1996,"HARRISON","manufacturing",102
"18892",1996,"HARRISON","mining",207
"18893",1996,"HARRISON","municipal",2789
"18894",1996,"HARRISON","steam_electric_power",0
"18895",1996,"HARTLEY","irrigation",224642
"18896",1996,"HARTLEY","livestock",3010
"18897",1996,"HARTLEY","manufacturing",0
"18898",1996,"HARTLEY","mining",0
"18899",1996,"HARTLEY","municipal",420
"18900",1996,"HARTLEY","steam_electric_power",0
"18901",1996,"HASKELL","irrigation",32154
"18902",1996,"HASKELL","livestock",167
"18903",1996,"HASKELL","manufacturing",0
"18904",1996,"HASKELL","mining",101
"18905",1996,"HASKELL","municipal",419
"18906",1996,"HASKELL","steam_electric_power",0
"18907",1996,"HAYS","irrigation",0
"18908",1996,"HAYS","livestock",50
"18909",1996,"HAYS","manufacturing",407
"18910",1996,"HAYS","mining",159
"18911",1996,"HAYS","municipal",15041
"18912",1996,"HAYS","steam_electric_power",0
"18913",1996,"HEMPHILL","irrigation",1815
"18914",1996,"HEMPHILL","livestock",968
"18915",1996,"HEMPHILL","manufacturing",0
"18916",1996,"HEMPHILL","mining",0
"18917",1996,"HEMPHILL","municipal",656
"18918",1996,"HEMPHILL","steam_electric_power",0
"18919",1996,"HENDERSON","irrigation",20
"18920",1996,"HENDERSON","livestock",1083
"18921",1996,"HENDERSON","manufacturing",0
"18922",1996,"HENDERSON","mining",475
"18923",1996,"HENDERSON","municipal",4150
"18924",1996,"HENDERSON","steam_electric_power",0
"18925",1996,"HIDALGO","irrigation",8137
"18926",1996,"HIDALGO","livestock",317
"18927",1996,"HIDALGO","manufacturing",442
"18928",1996,"HIDALGO","mining",1354
"18929",1996,"HIDALGO","municipal",8859
"18930",1996,"HIDALGO","steam_electric_power",1700
"18931",1996,"HILL","irrigation",124
"18932",1996,"HILL","livestock",202
"18933",1996,"HILL","manufacturing",0
"18934",1996,"HILL","mining",118
"18935",1996,"HILL","municipal",2513
"18936",1996,"HILL","steam_electric_power",0
"18937",1996,"HOCKLEY","irrigation",168853
"18938",1996,"HOCKLEY","livestock",544
"18939",1996,"HOCKLEY","manufacturing",0
"18940",1996,"HOCKLEY","mining",6704
"18941",1996,"HOCKLEY","municipal",1848
"18942",1996,"HOCKLEY","steam_electric_power",0
"18943",1996,"HOOD","irrigation",80
"18944",1996,"HOOD","livestock",309
"18945",1996,"HOOD","manufacturing",10
"18946",1996,"HOOD","mining",167
"18947",1996,"HOOD","municipal",3534
"18948",1996,"HOOD","steam_electric_power",51
"18949",1996,"HOPKINS","irrigation",0
"18950",1996,"HOPKINS","livestock",2698
"18951",1996,"HOPKINS","manufacturing",0
"18952",1996,"HOPKINS","mining",145
"18953",1996,"HOPKINS","municipal",2224
"18954",1996,"HOPKINS","steam_electric_power",0
"18955",1996,"HOUSTON","irrigation",170
"18956",1996,"HOUSTON","livestock",737
"18957",1996,"HOUSTON","manufacturing",0
"18958",1996,"HOUSTON","mining",177
"18959",1996,"HOUSTON","municipal",2121
"18960",1996,"HOUSTON","steam_electric_power",0
"18961",1996,"HOWARD","irrigation",954
"18962",1996,"HOWARD","livestock",195
"18963",1996,"HOWARD","manufacturing",648
"18964",1996,"HOWARD","mining",212
"18965",1996,"HOWARD","municipal",1026
"18966",1996,"HOWARD","steam_electric_power",0
"18967",1996,"HUDSPETH","irrigation",130981
"18968",1996,"HUDSPETH","livestock",341
"18969",1996,"HUDSPETH","manufacturing",0
"18970",1996,"HUDSPETH","mining",2
"18971",1996,"HUDSPETH","municipal",299
"18972",1996,"HUDSPETH","steam_electric_power",0
"18973",1996,"HUNT","irrigation",0
"18974",1996,"HUNT","livestock",178
"18975",1996,"HUNT","manufacturing",0
"18976",1996,"HUNT","mining",67
"18977",1996,"HUNT","municipal",1761
"18978",1996,"HUNT","steam_electric_power",0
"18979",1996,"HUTCHINSON","irrigation",50023
"18980",1996,"HUTCHINSON","livestock",54
"18981",1996,"HUTCHINSON","manufacturing",288
"18982",1996,"HUTCHINSON","mining",407
"18983",1996,"HUTCHINSON","municipal",12036
"18984",1996,"HUTCHINSON","steam_electric_power",27
"18985",1996,"IRION","irrigation",1036
"18986",1996,"IRION","livestock",258
"18987",1996,"IRION","manufacturing",0
"18988",1996,"IRION","mining",129
"18989",1996,"IRION","municipal",220
"18990",1996,"IRION","steam_electric_power",0
"18991",1996,"JACK","irrigation",4
"18992",1996,"JACK","livestock",185
"18993",1996,"JACK","manufacturing",0
"18994",1996,"JACK","mining",63
"18995",1996,"JACK","municipal",393
"18996",1996,"JACK","steam_electric_power",0
"18997",1996,"JACKSON","irrigation",78356
"18998",1996,"JACKSON","livestock",444
"18999",1996,"JACKSON","manufacturing",1484
"19000",1996,"JACKSON","mining",113
"19001",1996,"JACKSON","municipal",1774
"19002",1996,"JACKSON","steam_electric_power",0
"19003",1996,"JASPER","irrigation",0
"19004",1996,"JASPER","livestock",115
"19005",1996,"JASPER","manufacturing",44083
"19006",1996,"JASPER","mining",4
"19007",1996,"JASPER","municipal",4899
"19008",1996,"JASPER","steam_electric_power",0
"19009",1996,"JEFF DAVIS","irrigation",173
"19010",1996,"JEFF DAVIS","livestock",376
"19011",1996,"JEFF DAVIS","manufacturing",0
"19012",1996,"JEFF DAVIS","mining",0
"19013",1996,"JEFF DAVIS","municipal",551
"19014",1996,"JEFF DAVIS","steam_electric_power",0
"19015",1996,"JEFFERSON","irrigation",0
"19016",1996,"JEFFERSON","livestock",253
"19017",1996,"JEFFERSON","manufacturing",274
"19018",1996,"JEFFERSON","mining",60
"19019",1996,"JEFFERSON","municipal",1611
"19020",1996,"JEFFERSON","steam_electric_power",0
"19021",1996,"JIM HOGG","irrigation",313
"19022",1996,"JIM HOGG","livestock",76
"19023",1996,"JIM HOGG","manufacturing",0
"19024",1996,"JIM HOGG","mining",27
"19025",1996,"JIM HOGG","municipal",896
"19026",1996,"JIM HOGG","steam_electric_power",0
"19027",1996,"JIM WELLS","irrigation",851
"19028",1996,"JIM WELLS","livestock",100
"19029",1996,"JIM WELLS","manufacturing",0
"19030",1996,"JIM WELLS","mining",352
"19031",1996,"JIM WELLS","municipal",2635
"19032",1996,"JIM WELLS","steam_electric_power",0
"19033",1996,"JOHNSON","irrigation",0
"19034",1996,"JOHNSON","livestock",1397
"19035",1996,"JOHNSON","manufacturing",626
"19036",1996,"JOHNSON","mining",324
"19037",1996,"JOHNSON","municipal",7757
"19038",1996,"JOHNSON","steam_electric_power",0
"19039",1996,"JONES","irrigation",4268
"19040",1996,"JONES","livestock",176
"19041",1996,"JONES","manufacturing",0
"19042",1996,"JONES","mining",290
"19043",1996,"JONES","municipal",0
"19044",1996,"JONES","steam_electric_power",0
"19045",1996,"KARNES","irrigation",1488
"19046",1996,"KARNES","livestock",173
"19047",1996,"KARNES","manufacturing",10
"19048",1996,"KARNES","mining",137
"19049",1996,"KARNES","municipal",2798
"19050",1996,"KARNES","steam_electric_power",0
"19051",1996,"KAUFMAN","irrigation",3
"19052",1996,"KAUFMAN","livestock",180
"19053",1996,"KAUFMAN","manufacturing",0
"19054",1996,"KAUFMAN","mining",0
"19055",1996,"KAUFMAN","municipal",179
"19056",1996,"KAUFMAN","steam_electric_power",0
"19057",1996,"KENDALL","irrigation",808
"19058",1996,"KENDALL","livestock",303
"19059",1996,"KENDALL","manufacturing",6
"19060",1996,"KENDALL","mining",6
"19061",1996,"KENDALL","municipal",2201
"19062",1996,"KENDALL","steam_electric_power",0
"19063",1996,"KENEDY","irrigation",0
"19064",1996,"KENEDY","livestock",71
"19065",1996,"KENEDY","manufacturing",0
"19066",1996,"KENEDY","mining",1
"19067",1996,"KENEDY","municipal",50
"19068",1996,"KENEDY","steam_electric_power",0
"19069",1996,"KENT","irrigation",1289
"19070",1996,"KENT","livestock",47
"19071",1996,"KENT","manufacturing",0
"19072",1996,"KENT","mining",687
"19073",1996,"KENT","municipal",190
"19074",1996,"KENT","steam_electric_power",0
"19075",1996,"KERR","irrigation",396
"19076",1996,"KERR","livestock",345
"19077",1996,"KERR","manufacturing",6
"19078",1996,"KERR","mining",173
"19079",1996,"KERR","municipal",3941
"19080",1996,"KERR","steam_electric_power",0
"19081",1996,"KIMBLE","irrigation",296
"19082",1996,"KIMBLE","livestock",340
"19083",1996,"KIMBLE","manufacturing",3
"19084",1996,"KIMBLE","mining",91
"19085",1996,"KIMBLE","municipal",200
"19086",1996,"KIMBLE","steam_electric_power",0
"19087",1996,"KING","irrigation",20
"19088",1996,"KING","livestock",65
"19089",1996,"KING","manufacturing",0
"19090",1996,"KING","mining",0
"19091",1996,"KING","municipal",218
"19092",1996,"KING","steam_electric_power",0
"19093",1996,"KINNEY","irrigation",8067
"19094",1996,"KINNEY","livestock",372
"19095",1996,"KINNEY","manufacturing",0
"19096",1996,"KINNEY","mining",0
"19097",1996,"KINNEY","municipal",1171
"19098",1996,"KINNEY","steam_electric_power",0
"19099",1996,"KLEBERG","irrigation",211
"19100",1996,"KLEBERG","livestock",207
"19101",1996,"KLEBERG","manufacturing",0
"19102",1996,"KLEBERG","mining",1706
"19103",1996,"KLEBERG","municipal",5203
"19104",1996,"KLEBERG","steam_electric_power",0
"19105",1996,"KNOX","irrigation",28662
"19106",1996,"KNOX","livestock",44
"19107",1996,"KNOX","manufacturing",0
"19108",1996,"KNOX","mining",15
"19109",1996,"KNOX","municipal",196
"19110",1996,"KNOX","steam_electric_power",0
"19111",1996,"LA SALLE","irrigation",7137
"19112",1996,"LA SALLE","livestock",57
"19113",1996,"LA SALLE","manufacturing",0
"19114",1996,"LA SALLE","mining",0
"19115",1996,"LA SALLE","municipal",1383
"19116",1996,"LA SALLE","steam_electric_power",0
"19117",1996,"LAMAR","irrigation",0
"19118",1996,"LAMAR","livestock",197
"19119",1996,"LAMAR","manufacturing",0
"19120",1996,"LAMAR","mining",0
"19121",1996,"LAMAR","municipal",435
"19122",1996,"LAMAR","steam_electric_power",0
"19123",1996,"LAMB","irrigation",381379
"19124",1996,"LAMB","livestock",2348
"19125",1996,"LAMB","manufacturing",0
"19126",1996,"LAMB","mining",125
"19127",1996,"LAMB","municipal",3523
"19128",1996,"LAMB","steam_electric_power",13686
"19129",1996,"LAMPASAS","irrigation",29
"19130",1996,"LAMPASAS","livestock",364
"19131",1996,"LAMPASAS","manufacturing",0
"19132",1996,"LAMPASAS","mining",193
"19133",1996,"LAMPASAS","municipal",582
"19134",1996,"LAMPASAS","steam_electric_power",0
"19135",1996,"LAVACA","irrigation",19641
"19136",1996,"LAVACA","livestock",180
"19137",1996,"LAVACA","manufacturing",33
"19138",1996,"LAVACA","mining",72
"19139",1996,"LAVACA","municipal",2928
"19140",1996,"LAVACA","steam_electric_power",0
"19141",1996,"LEE","irrigation",322
"19142",1996,"LEE","livestock",693
"19143",1996,"LEE","manufacturing",0
"19144",1996,"LEE","mining",16
"19145",1996,"LEE","municipal",3196
"19146",1996,"LEE","steam_electric_power",0
"19147",1996,"LEON","irrigation",0
"19148",1996,"LEON","livestock",1061
"19149",1996,"LEON","manufacturing",290
"19150",1996,"LEON","mining",1005
"19151",1996,"LEON","municipal",1851
"19152",1996,"LEON","steam_electric_power",0
"19153",1996,"LIBERTY","irrigation",7255
"19154",1996,"LIBERTY","livestock",280
"19155",1996,"LIBERTY","manufacturing",268
"19156",1996,"LIBERTY","mining",8748
"19157",1996,"LIBERTY","municipal",8803
"19158",1996,"LIBERTY","steam_electric_power",0
"19159",1996,"LIMESTONE","irrigation",0
"19160",1996,"LIMESTONE","livestock",173
"19161",1996,"LIMESTONE","manufacturing",0
"19162",1996,"LIMESTONE","mining",807
"19163",1996,"LIMESTONE","municipal",1601
"19164",1996,"LIMESTONE","steam_electric_power",994
"19165",1996,"LIPSCOMB","irrigation",14619
"19166",1996,"LIPSCOMB","livestock",172
"19167",1996,"LIPSCOMB","manufacturing",0
"19168",1996,"LIPSCOMB","mining",6
"19169",1996,"LIPSCOMB","municipal",797
"19170",1996,"LIPSCOMB","steam_electric_power",0
"19171",1996,"LIVE OAK","irrigation",486
"19172",1996,"LIVE OAK","livestock",863
"19173",1996,"LIVE OAK","manufacturing",753
"19174",1996,"LIVE OAK","mining",4684
"19175",1996,"LIVE OAK","municipal",1299
"19176",1996,"LIVE OAK","steam_electric_power",0
"19177",1996,"LLANO","irrigation",1182
"19178",1996,"LLANO","livestock",677
"19179",1996,"LLANO","manufacturing",2
"19180",1996,"LLANO","mining",152
"19181",1996,"LLANO","municipal",172
"19182",1996,"LLANO","steam_electric_power",0
"19183",1996,"LOVING","irrigation",0
"19184",1996,"LOVING","livestock",43
"19185",1996,"LOVING","manufacturing",0
"19186",1996,"LOVING","mining",3
"19187",1996,"LOVING","municipal",6
"19188",1996,"LOVING","steam_electric_power",0
"19189",1996,"LUBBOCK","irrigation",237682
"19190",1996,"LUBBOCK","livestock",2345
"19191",1996,"LUBBOCK","manufacturing",402
"19192",1996,"LUBBOCK","mining",1255
"19193",1996,"LUBBOCK","municipal",20075
"19194",1996,"LUBBOCK","steam_electric_power",0
"19195",1996,"LYNN","irrigation",53517
"19196",1996,"LYNN","livestock",167
"19197",1996,"LYNN","manufacturing",0
"19198",1996,"LYNN","mining",227
"19199",1996,"LYNN","municipal",525
"19200",1996,"LYNN","steam_electric_power",0
"19201",1996,"MADISON","irrigation",18
"19202",1996,"MADISON","livestock",711
"19203",1996,"MADISON","manufacturing",181
"19204",1996,"MADISON","mining",23
"19205",1996,"MADISON","municipal",3127
"19206",1996,"MADISON","steam_electric_power",0
"19207",1996,"MARION","irrigation",55
"19208",1996,"MARION","livestock",66
"19209",1996,"MARION","manufacturing",1
"19210",1996,"MARION","mining",83
"19211",1996,"MARION","municipal",741
"19212",1996,"MARION","steam_electric_power",1
"19213",1996,"MARTIN","irrigation",12515
"19214",1996,"MARTIN","livestock",209
"19215",1996,"MARTIN","manufacturing",31
"19216",1996,"MARTIN","mining",852
"19217",1996,"MARTIN","municipal",1133
"19218",1996,"MARTIN","steam_electric_power",0
"19219",1996,"MASON","irrigation",10358
"19220",1996,"MASON","livestock",476
"19221",1996,"MASON","manufacturing",0
"19222",1996,"MASON","mining",6
"19223",1996,"MASON","municipal",951
"19224",1996,"MASON","steam_electric_power",0
"19225",1996,"MATAGORDA","irrigation",21781
"19226",1996,"MATAGORDA","livestock",1048
"19227",1996,"MATAGORDA","manufacturing",7533
"19228",1996,"MATAGORDA","mining",277
"19229",1996,"MATAGORDA","municipal",5357
"19230",1996,"MATAGORDA","steam_electric_power",1457
"19231",1996,"MAVERICK","irrigation",1197
"19232",1996,"MAVERICK","livestock",70
"19233",1996,"MAVERICK","manufacturing",0
"19234",1996,"MAVERICK","mining",132
"19235",1996,"MAVERICK","municipal",327
"19236",1996,"MAVERICK","steam_electric_power",0
"19237",1996,"MCCULLOCH","irrigation",1500
"19238",1996,"MCCULLOCH","livestock",599
"19239",1996,"MCCULLOCH","manufacturing",720
"19240",1996,"MCCULLOCH","mining",140
"19241",1996,"MCCULLOCH","municipal",2854
"19242",1996,"MCCULLOCH","steam_electric_power",0
"19243",1996,"MCLENNAN","irrigation",933
"19244",1996,"MCLENNAN","livestock",210
"19245",1996,"MCLENNAN","manufacturing",225
"19246",1996,"MCLENNAN","mining",0
"19247",1996,"MCLENNAN","municipal",12566
"19248",1996,"MCLENNAN","steam_electric_power",93
"19249",1996,"MCMULLEN","irrigation",0
"19250",1996,"MCMULLEN","livestock",72
"19251",1996,"MCMULLEN","manufacturing",0
"19252",1996,"MCMULLEN","mining",390
"19253",1996,"MCMULLEN","municipal",463
"19254",1996,"MCMULLEN","steam_electric_power",0
"19255",1996,"MEDINA","irrigation",67583
"19256",1996,"MEDINA","livestock",194
"19257",1996,"MEDINA","manufacturing",0
"19258",1996,"MEDINA","mining",118
"19259",1996,"MEDINA","municipal",6382
"19260",1996,"MEDINA","steam_electric_power",0
"19261",1996,"MENARD","irrigation",459
"19262",1996,"MENARD","livestock",377
"19263",1996,"MENARD","manufacturing",0
"19264",1996,"MENARD","mining",0
"19265",1996,"MENARD","municipal",77
"19266",1996,"MENARD","steam_electric_power",0
"19267",1996,"MIDLAND","irrigation",38937
"19268",1996,"MIDLAND","livestock",562
"19269",1996,"MIDLAND","manufacturing",160
"19270",1996,"MIDLAND","mining",656
"19271",1996,"MIDLAND","municipal",6208
"19272",1996,"MIDLAND","steam_electric_power",0
"19273",1996,"MILAM","irrigation",311
"19274",1996,"MILAM","livestock",719
"19275",1996,"MILAM","manufacturing",32138
"19276",1996,"MILAM","mining",8
"19277",1996,"MILAM","municipal",3007
"19278",1996,"MILAM","steam_electric_power",0
"19279",1996,"MILLS","irrigation",72
"19280",1996,"MILLS","livestock",968
"19281",1996,"MILLS","manufacturing",0
"19282",1996,"MILLS","mining",0
"19283",1996,"MILLS","municipal",420
"19284",1996,"MILLS","steam_electric_power",0
"19285",1996,"MITCHELL","irrigation",1044
"19286",1996,"MITCHELL","livestock",39
"19287",1996,"MITCHELL","manufacturing",0
"19288",1996,"MITCHELL","mining",141
"19289",1996,"MITCHELL","municipal",336
"19290",1996,"MITCHELL","steam_electric_power",0
"19291",1996,"MONTAGUE","irrigation",163
"19292",1996,"MONTAGUE","livestock",185
"19293",1996,"MONTAGUE","manufacturing",0
"19294",1996,"MONTAGUE","mining",276
"19295",1996,"MONTAGUE","municipal",1005
"19296",1996,"MONTAGUE","steam_electric_power",0
"19297",1996,"MONTGOMERY","irrigation",0
"19298",1996,"MONTGOMERY","livestock",159
"19299",1996,"MONTGOMERY","manufacturing",646
"19300",1996,"MONTGOMERY","mining",330
"19301",1996,"MONTGOMERY","municipal",39732
"19302",1996,"MONTGOMERY","steam_electric_power",816
"19303",1996,"MOORE","irrigation",358509
"19304",1996,"MOORE","livestock",4598
"19305",1996,"MOORE","manufacturing",3818
"19306",1996,"MOORE","mining",550
"19307",1996,"MOORE","municipal",6585
"19308",1996,"MOORE","steam_electric_power",441
"19309",1996,"MORRIS","irrigation",0
"19310",1996,"MORRIS","livestock",196
"19311",1996,"MORRIS","manufacturing",31
"19312",1996,"MORRIS","mining",32
"19313",1996,"MORRIS","municipal",740
"19314",1996,"MORRIS","steam_electric_power",0
"19315",1996,"MOTLEY","irrigation",4134
"19316",1996,"MOTLEY","livestock",33
"19317",1996,"MOTLEY","manufacturing",0
"19318",1996,"MOTLEY","mining",0
"19319",1996,"MOTLEY","municipal",303
"19320",1996,"MOTLEY","steam_electric_power",0
"19321",1996,"NACOGDOCHES","irrigation",1016
"19322",1996,"NACOGDOCHES","livestock",860
"19323",1996,"NACOGDOCHES","manufacturing",0
"19324",1996,"NACOGDOCHES","mining",0
"19325",1996,"NACOGDOCHES","municipal",7369
"19326",1996,"NACOGDOCHES","steam_electric_power",0
"19327",1996,"NAVARRO","irrigation",0
"19328",1996,"NAVARRO","livestock",178
"19329",1996,"NAVARRO","manufacturing",0
"19330",1996,"NAVARRO","mining",89
"19331",1996,"NAVARRO","municipal",109
"19332",1996,"NAVARRO","steam_electric_power",0
"19333",1996,"NEWTON","irrigation",1081
"19334",1996,"NEWTON","livestock",33
"19335",1996,"NEWTON","manufacturing",117
"19336",1996,"NEWTON","mining",6
"19337",1996,"NEWTON","municipal",1835
"19338",1996,"NEWTON","steam_electric_power",0
"19339",1996,"NOLAN","irrigation",2644
"19340",1996,"NOLAN","livestock",176
"19341",1996,"NOLAN","manufacturing",28
"19342",1996,"NOLAN","mining",277
"19343",1996,"NOLAN","municipal",782
"19344",1996,"NOLAN","steam_electric_power",0
"19345",1996,"NUECES","irrigation",0
"19346",1996,"NUECES","livestock",111
"19347",1996,"NUECES","manufacturing",841
"19348",1996,"NUECES","mining",103
"19349",1996,"NUECES","municipal",1557
"19350",1996,"NUECES","steam_electric_power",0
"19351",1996,"OCHILTREE","irrigation",85237
"19352",1996,"OCHILTREE","livestock",243
"19353",1996,"OCHILTREE","manufacturing",0
"19354",1996,"OCHILTREE","mining",201
"19355",1996,"OCHILTREE","municipal",2012
"19356",1996,"OCHILTREE","steam_electric_power",0
"19357",1996,"OLDHAM","irrigation",7618
"19358",1996,"OLDHAM","livestock",218
"19359",1996,"OLDHAM","manufacturing",0
"19360",1996,"OLDHAM","mining",481
"19361",1996,"OLDHAM","municipal",569
"19362",1996,"OLDHAM","steam_electric_power",0
"19363",1996,"ORANGE","irrigation",0
"19364",1996,"ORANGE","livestock",43
"19365",1996,"ORANGE","manufacturing",4676
"19366",1996,"ORANGE","mining",6
"19367",1996,"ORANGE","municipal",11340
"19368",1996,"ORANGE","steam_electric_power",647
"19369",1996,"PALO PINTO","irrigation",129
"19370",1996,"PALO PINTO","livestock",61
"19371",1996,"PALO PINTO","manufacturing",6
"19372",1996,"PALO PINTO","mining",1
"19373",1996,"PALO PINTO","municipal",0
"19374",1996,"PALO PINTO","steam_electric_power",0
"19375",1996,"PANOLA","irrigation",0
"19376",1996,"PANOLA","livestock",1126
"19377",1996,"PANOLA","manufacturing",0
"19378",1996,"PANOLA","mining",1944
"19379",1996,"PANOLA","municipal",2306
"19380",1996,"PANOLA","steam_electric_power",0
"19381",1996,"PARKER","irrigation",82
"19382",1996,"PARKER","livestock",214
"19383",1996,"PARKER","manufacturing",7
