"","year","county","use_type","use_acre_ft"
"13382",1992,"RUNNELS","livestock",143
"13383",1992,"RUNNELS","manufacturing",0
"13384",1992,"RUNNELS","mining",41
"13385",1992,"RUNNELS","municipal",230
"13386",1992,"RUNNELS","steam_electric_power",0
"13387",1992,"RUSK","irrigation",27
"13388",1992,"RUSK","livestock",495
"13389",1992,"RUSK","manufacturing",0
"13390",1992,"RUSK","mining",1232
"13391",1992,"RUSK","municipal",5298
"13392",1992,"RUSK","steam_electric_power",24
"13393",1992,"SABINE","irrigation",0
"13394",1992,"SABINE","livestock",161
"13395",1992,"SABINE","manufacturing",402
"13396",1992,"SABINE","mining",0
"13397",1992,"SABINE","municipal",405
"13398",1992,"SABINE","steam_electric_power",0
"13399",1992,"SAN AUGUSTINE","irrigation",0
"13400",1992,"SAN AUGUSTINE","livestock",271
"13401",1992,"SAN AUGUSTINE","manufacturing",0
"13402",1992,"SAN AUGUSTINE","mining",0
"13403",1992,"SAN AUGUSTINE","municipal",314
"13404",1992,"SAN AUGUSTINE","steam_electric_power",0
"13405",1992,"SAN JACINTO","irrigation",0
"13406",1992,"SAN JACINTO","livestock",68
"13407",1992,"SAN JACINTO","manufacturing",18
"13408",1992,"SAN JACINTO","mining",36
"13409",1992,"SAN JACINTO","municipal",1915
"13410",1992,"SAN JACINTO","steam_electric_power",0
"13411",1992,"SAN PATRICIO","irrigation",0
"13412",1992,"SAN PATRICIO","livestock",77
"13413",1992,"SAN PATRICIO","manufacturing",2
"13414",1992,"SAN PATRICIO","mining",83
"13415",1992,"SAN PATRICIO","municipal",1922
"13416",1992,"SAN PATRICIO","steam_electric_power",0
"13417",1992,"SAN SABA","irrigation",0
"13418",1992,"SAN SABA","livestock",960
"13419",1992,"SAN SABA","manufacturing",0
"13420",1992,"SAN SABA","mining",163
"13421",1992,"SAN SABA","municipal",351
"13422",1992,"SAN SABA","steam_electric_power",0
"13423",1992,"SCHLEICHER","irrigation",1441
"13424",1992,"SCHLEICHER","livestock",396
"13425",1992,"SCHLEICHER","manufacturing",0
"13426",1992,"SCHLEICHER","mining",132
"13427",1992,"SCHLEICHER","municipal",488
"13428",1992,"SCHLEICHER","steam_electric_power",0
"13429",1992,"SCURRY","irrigation",429
"13430",1992,"SCURRY","livestock",80
"13431",1992,"SCURRY","manufacturing",0
"13432",1992,"SCURRY","mining",3998
"13433",1992,"SCURRY","municipal",595
"13434",1992,"SCURRY","steam_electric_power",0
"13435",1992,"SHACKELFORD","irrigation",74
"13436",1992,"SHACKELFORD","livestock",76
"13437",1992,"SHACKELFORD","manufacturing",0
"13438",1992,"SHACKELFORD","mining",515
"13439",1992,"SHACKELFORD","municipal",14
"13440",1992,"SHACKELFORD","steam_electric_power",0
"13441",1992,"SHELBY","irrigation",12
"13442",1992,"SHELBY","livestock",779
"13443",1992,"SHELBY","manufacturing",63
"13444",1992,"SHELBY","mining",0
"13445",1992,"SHELBY","municipal",1875
"13446",1992,"SHELBY","steam_electric_power",0
"13447",1992,"SHERMAN","irrigation",295249
"13448",1992,"SHERMAN","livestock",3089
"13449",1992,"SHERMAN","manufacturing",0
"13450",1992,"SHERMAN","mining",22
"13451",1992,"SHERMAN","municipal",635
"13452",1992,"SHERMAN","steam_electric_power",0
"13453",1992,"SMITH","irrigation",10
"13454",1992,"SMITH","livestock",442
"13455",1992,"SMITH","manufacturing",435
"13456",1992,"SMITH","mining",680
"13457",1992,"SMITH","municipal",16445
"13458",1992,"SMITH","steam_electric_power",0
"13459",1992,"SOMERVELL","irrigation",158
"13460",1992,"SOMERVELL","livestock",60
"13461",1992,"SOMERVELL","manufacturing",4
"13462",1992,"SOMERVELL","mining",458
"13463",1992,"SOMERVELL","municipal",771
"13464",1992,"SOMERVELL","steam_electric_power",53
"13465",1992,"STARR","irrigation",2850
"13466",1992,"STARR","livestock",122
"13467",1992,"STARR","manufacturing",0
"13468",1992,"STARR","mining",234
"13469",1992,"STARR","municipal",686
"13470",1992,"STARR","steam_electric_power",0
"13471",1992,"STEPHENS","irrigation",25
"13472",1992,"STEPHENS","livestock",77
"13473",1992,"STEPHENS","manufacturing",0
"13474",1992,"STEPHENS","mining",490
"13475",1992,"STEPHENS","municipal",0
"13476",1992,"STEPHENS","steam_electric_power",0
"13477",1992,"STERLING","irrigation",920
"13478",1992,"STERLING","livestock",381
"13479",1992,"STERLING","manufacturing",0
"13480",1992,"STERLING","mining",578
"13481",1992,"STERLING","municipal",251
"13482",1992,"STERLING","steam_electric_power",0
"13483",1992,"STONEWALL","irrigation",511
"13484",1992,"STONEWALL","livestock",59
"13485",1992,"STONEWALL","manufacturing",0
"13486",1992,"STONEWALL","mining",312
"13487",1992,"STONEWALL","municipal",81
"13488",1992,"STONEWALL","steam_electric_power",0
"13489",1992,"SUTTON","irrigation",771
"13490",1992,"SUTTON","livestock",460
"13491",1992,"SUTTON","manufacturing",0
"13492",1992,"SUTTON","mining",77
"13493",1992,"SUTTON","municipal",1164
"13494",1992,"SUTTON","steam_electric_power",0
"13495",1992,"SWISHER","irrigation",217917
"13496",1992,"SWISHER","livestock",4795
"13497",1992,"SWISHER","manufacturing",0
"13498",1992,"SWISHER","mining",6
"13499",1992,"SWISHER","municipal",388
"13500",1992,"SWISHER","steam_electric_power",0
"13501",1992,"TARRANT","irrigation",0
"13502",1992,"TARRANT","livestock",426
"13503",1992,"TARRANT","manufacturing",846
"13504",1992,"TARRANT","mining",0
"13505",1992,"TARRANT","municipal",11319
"13506",1992,"TARRANT","steam_electric_power",0
"13507",1992,"TAYLOR","irrigation",2828
"13508",1992,"TAYLOR","livestock",364
"13509",1992,"TAYLOR","manufacturing",0
"13510",1992,"TAYLOR","mining",285
"13511",1992,"TAYLOR","municipal",331
"13512",1992,"TAYLOR","steam_electric_power",0
"13513",1992,"TERRELL","irrigation",388
"13514",1992,"TERRELL","livestock",357
"13515",1992,"TERRELL","manufacturing",0
"13516",1992,"TERRELL","mining",32
"13517",1992,"TERRELL","municipal",327
"13518",1992,"TERRELL","steam_electric_power",0
"13519",1992,"TERRY","irrigation",89866
"13520",1992,"TERRY","livestock",92
"13521",1992,"TERRY","manufacturing",0
"13522",1992,"TERRY","mining",797
"13523",1992,"TERRY","municipal",501
"13524",1992,"TERRY","steam_electric_power",0
"13525",1992,"THROCKMORTON","irrigation",0
"13526",1992,"THROCKMORTON","livestock",99
"13527",1992,"THROCKMORTON","manufacturing",0
"13528",1992,"THROCKMORTON","mining",41
"13529",1992,"THROCKMORTON","municipal",13
"13530",1992,"THROCKMORTON","steam_electric_power",0
"13531",1992,"TITUS","irrigation",0
"13532",1992,"TITUS","livestock",343
"13533",1992,"TITUS","manufacturing",122
"13534",1992,"TITUS","mining",1736
"13535",1992,"TITUS","municipal",510
"13536",1992,"TITUS","steam_electric_power",4
"13537",1992,"TOM GREEN","irrigation",12621
"13538",1992,"TOM GREEN","livestock",177
"13539",1992,"TOM GREEN","manufacturing",24
"13540",1992,"TOM GREEN","mining",74
"13541",1992,"TOM GREEN","municipal",1700
"13542",1992,"TOM GREEN","steam_electric_power",0
"13543",1992,"TRAVIS","irrigation",448
"13544",1992,"TRAVIS","livestock",453
"13545",1992,"TRAVIS","manufacturing",183
"13546",1992,"TRAVIS","mining",0
"13547",1992,"TRAVIS","municipal",10178
"13548",1992,"TRAVIS","steam_electric_power",0
"13549",1992,"TRINITY","irrigation",4
"13550",1992,"TRINITY","livestock",234
"13551",1992,"TRINITY","manufacturing",0
"13552",1992,"TRINITY","mining",8
"13553",1992,"TRINITY","municipal",930
"13554",1992,"TRINITY","steam_electric_power",0
"13555",1992,"TYLER","irrigation",3
"13556",1992,"TYLER","livestock",70
"13557",1992,"TYLER","manufacturing",0
"13558",1992,"TYLER","mining",0
"13559",1992,"TYLER","municipal",2454
"13560",1992,"TYLER","steam_electric_power",0
"13561",1992,"UPSHUR","irrigation",0
"13562",1992,"UPSHUR","livestock",771
"13563",1992,"UPSHUR","manufacturing",225
"13564",1992,"UPSHUR","mining",1
"13565",1992,"UPSHUR","municipal",3329
"13566",1992,"UPSHUR","steam_electric_power",0
"13567",1992,"UPTON","irrigation",16054
"13568",1992,"UPTON","livestock",71
"13569",1992,"UPTON","manufacturing",0
"13570",1992,"UPTON","mining",2755
"13571",1992,"UPTON","municipal",713
"13572",1992,"UPTON","steam_electric_power",0
"13573",1992,"UVALDE","irrigation",41106
"13574",1992,"UVALDE","livestock",747
"13575",1992,"UVALDE","manufacturing",466
"13576",1992,"UVALDE","mining",456
"13577",1992,"UVALDE","municipal",4701
"13578",1992,"UVALDE","steam_electric_power",0
"13579",1992,"VAL VERDE","irrigation",362
"13580",1992,"VAL VERDE","livestock",530
"13581",1992,"VAL VERDE","manufacturing",0
"13582",1992,"VAL VERDE","mining",98
"13583",1992,"VAL VERDE","municipal",5335
"13584",1992,"VAL VERDE","steam_electric_power",0
"13585",1992,"VAN ZANDT","irrigation",0
"13586",1992,"VAN ZANDT","livestock",954
"13587",1992,"VAN ZANDT","manufacturing",190
"13588",1992,"VAN ZANDT","mining",1068
"13589",1992,"VAN ZANDT","municipal",2935
"13590",1992,"VAN ZANDT","steam_electric_power",0
"13591",1992,"VICTORIA","irrigation",10297
"13592",1992,"VICTORIA","livestock",839
"13593",1992,"VICTORIA","manufacturing",522
"13594",1992,"VICTORIA","mining",3096
"13595",1992,"VICTORIA","municipal",12031
"13596",1992,"VICTORIA","steam_electric_power",874
"13597",1992,"WALKER","irrigation",324
"13598",1992,"WALKER","livestock",226
"13599",1992,"WALKER","manufacturing",188
"13600",1992,"WALKER","mining",12
"13601",1992,"WALKER","municipal",4777
"13602",1992,"WALKER","steam_electric_power",0
"13603",1992,"WALLER","irrigation",22830
"13604",1992,"WALLER","livestock",743
"13605",1992,"WALLER","manufacturing",81
"13606",1992,"WALLER","mining",1028
"13607",1992,"WALLER","municipal",3715
"13608",1992,"WALLER","steam_electric_power",0
"13609",1992,"WARD","irrigation",169
"13610",1992,"WARD","livestock",232
"13611",1992,"WARD","manufacturing",19
"13612",1992,"WARD","mining",603
"13613",1992,"WARD","municipal",8260
"13614",1992,"WARD","steam_electric_power",5462
"13615",1992,"WASHINGTON","irrigation",202
"13616",1992,"WASHINGTON","livestock",150
"13617",1992,"WASHINGTON","manufacturing",373
"13618",1992,"WASHINGTON","mining",109
"13619",1992,"WASHINGTON","municipal",1612
"13620",1992,"WASHINGTON","steam_electric_power",0
"13621",1992,"WEBB","irrigation",699
"13622",1992,"WEBB","livestock",108
"13623",1992,"WEBB","manufacturing",0
"13624",1992,"WEBB","mining",535
"13625",1992,"WEBB","municipal",437
"13626",1992,"WEBB","steam_electric_power",0
"13627",1992,"WHARTON","irrigation",169205
"13628",1992,"WHARTON","livestock",671
"13629",1992,"WHARTON","manufacturing",77
"13630",1992,"WHARTON","mining",268
"13631",1992,"WHARTON","municipal",6206
"13632",1992,"WHARTON","steam_electric_power",0
"13633",1992,"WHEELER","irrigation",3092
"13634",1992,"WHEELER","livestock",211
"13635",1992,"WHEELER","manufacturing",0
"13636",1992,"WHEELER","mining",114
"13637",1992,"WHEELER","municipal",876
"13638",1992,"WHEELER","steam_electric_power",0
"13639",1992,"WICHITA","irrigation",0
"13640",1992,"WICHITA","livestock",61
"13641",1992,"WICHITA","manufacturing",0
"13642",1992,"WICHITA","mining",500
"13643",1992,"WICHITA","municipal",1619
"13644",1992,"WICHITA","steam_electric_power",0
"13645",1992,"WILBARGER","irrigation",18787
"13646",1992,"WILBARGER","livestock",106
"13647",1992,"WILBARGER","manufacturing",0
"13648",1992,"WILBARGER","mining",0
"13649",1992,"WILBARGER","municipal",3299
"13650",1992,"WILBARGER","steam_electric_power",0
"13651",1992,"WILLACY","irrigation",0
"13652",1992,"WILLACY","livestock",14
"13653",1992,"WILLACY","manufacturing",0
"13654",1992,"WILLACY","mining",6
"13655",1992,"WILLACY","municipal",0
"13656",1992,"WILLACY","steam_electric_power",0
"13657",1992,"WILLIAMSON","irrigation",18
"13658",1992,"WILLIAMSON","livestock",131
"13659",1992,"WILLIAMSON","manufacturing",263
"13660",1992,"WILLIAMSON","mining",1660
"13661",1992,"WILLIAMSON","municipal",15897
"13662",1992,"WILLIAMSON","steam_electric_power",0
"13663",1992,"WILSON","irrigation",13031
"13664",1992,"WILSON","livestock",190
"13665",1992,"WILSON","manufacturing",0
"13666",1992,"WILSON","mining",285
"13667",1992,"WILSON","municipal",3343
"13668",1992,"WILSON","steam_electric_power",0
"13669",1992,"WINKLER","irrigation",1500
"13670",1992,"WINKLER","livestock",152
"13671",1992,"WINKLER","manufacturing",0
"13672",1992,"WINKLER","mining",1932
"13673",1992,"WINKLER","municipal",2181
"13674",1992,"WINKLER","steam_electric_power",0
"13675",1992,"WISE","irrigation",140
"13676",1992,"WISE","livestock",847
"13677",1992,"WISE","manufacturing",15
"13678",1992,"WISE","mining",41
"13679",1992,"WISE","municipal",2689
"13680",1992,"WISE","steam_electric_power",0
"13681",1992,"WOOD","irrigation",219
"13682",1992,"WOOD","livestock",1025
"13683",1992,"WOOD","manufacturing",2
"13684",1992,"WOOD","mining",2488
"13685",1992,"WOOD","municipal",3909
"13686",1992,"WOOD","steam_electric_power",0
"13687",1992,"YOAKUM","irrigation",83680
"13688",1992,"YOAKUM","livestock",99
"13689",1992,"YOAKUM","manufacturing",0
"13690",1992,"YOAKUM","mining",4580
"13691",1992,"YOAKUM","municipal",1575
"13692",1992,"YOAKUM","steam_electric_power",0
"13693",1992,"YOUNG","irrigation",308
"13694",1992,"YOUNG","livestock",88
"13695",1992,"YOUNG","manufacturing",18
"13696",1992,"YOUNG","mining",297
"13697",1992,"YOUNG","municipal",80
"13698",1992,"YOUNG","steam_electric_power",0
"13699",1992,"ZAPATA","irrigation",0
"13700",1992,"ZAPATA","livestock",45
"13701",1992,"ZAPATA","manufacturing",0
"13702",1992,"ZAPATA","mining",0
"13703",1992,"ZAPATA","municipal",0
"13704",1992,"ZAPATA","steam_electric_power",0
"13705",1992,"ZAVALA","irrigation",58125
"13706",1992,"ZAVALA","livestock",88
"13707",1992,"ZAVALA","manufacturing",1261
"13708",1992,"ZAVALA","mining",114
"13709",1992,"ZAVALA","municipal",2313
"13710",1992,"ZAVALA","steam_electric_power",0
"13711",1993,"ANDERSON","irrigation",172
"13712",1993,"ANDERSON","livestock",839
"13713",1993,"ANDERSON","manufacturing",0
"13714",1993,"ANDERSON","mining",315
"13715",1993,"ANDERSON","municipal",6033
"13716",1993,"ANDERSON","steam_electric_power",0
"13717",1993,"ANDREWS","irrigation",10578
"13718",1993,"ANDREWS","livestock",293
"13719",1993,"ANDREWS","manufacturing",0
"13720",1993,"ANDREWS","mining",4296
"13721",1993,"ANDREWS","municipal",3110
"13722",1993,"ANDREWS","steam_electric_power",0
"13723",1993,"ANGELINA","irrigation",30
"13724",1993,"ANGELINA","livestock",246
"13725",1993,"ANGELINA","manufacturing",12773
"13726",1993,"ANGELINA","mining",22
"13727",1993,"ANGELINA","municipal",11383
"13728",1993,"ANGELINA","steam_electric_power",0
"13729",1993,"ARANSAS","irrigation",0
"13730",1993,"ARANSAS","livestock",4
"13731",1993,"ARANSAS","manufacturing",116
"13732",1993,"ARANSAS","mining",81
"13733",1993,"ARANSAS","municipal",393
"13734",1993,"ARANSAS","steam_electric_power",0
"13735",1993,"ARCHER","irrigation",0
"13736",1993,"ARCHER","livestock",232
"13737",1993,"ARCHER","manufacturing",0
"13738",1993,"ARCHER","mining",0
"13739",1993,"ARCHER","municipal",121
"13740",1993,"ARCHER","steam_electric_power",0
"13741",1993,"ARMSTRONG","irrigation",12114
"13742",1993,"ARMSTRONG","livestock",926
"13743",1993,"ARMSTRONG","manufacturing",0
"13744",1993,"ARMSTRONG","mining",19
"13745",1993,"ARMSTRONG","municipal",330
"13746",1993,"ARMSTRONG","steam_electric_power",0
"13747",1993,"ATASCOSA","irrigation",43729
"13748",1993,"ATASCOSA","livestock",191
"13749",1993,"ATASCOSA","manufacturing",0
"13750",1993,"ATASCOSA","mining",1344
"13751",1993,"ATASCOSA","municipal",5357
"13752",1993,"ATASCOSA","steam_electric_power",6474
"13753",1993,"AUSTIN","irrigation",7252
"13754",1993,"AUSTIN","livestock",212
"13755",1993,"AUSTIN","manufacturing",77
"13756",1993,"AUSTIN","mining",58
"13757",1993,"AUSTIN","municipal",3101
"13758",1993,"AUSTIN","steam_electric_power",0
"13759",1993,"BAILEY","irrigation",229602
"13760",1993,"BAILEY","livestock",1935
"13761",1993,"BAILEY","manufacturing",161
"13762",1993,"BAILEY","mining",23
"13763",1993,"BAILEY","municipal",1304
"13764",1993,"BAILEY","steam_electric_power",0
"13765",1993,"BANDERA","irrigation",290
"13766",1993,"BANDERA","livestock",250
"13767",1993,"BANDERA","manufacturing",43
"13768",1993,"BANDERA","mining",23
"13769",1993,"BANDERA","municipal",1566
"13770",1993,"BANDERA","steam_electric_power",0
"13771",1993,"BASTROP","irrigation",181
"13772",1993,"BASTROP","livestock",609
"13773",1993,"BASTROP","manufacturing",62
"13774",1993,"BASTROP","mining",20
"13775",1993,"BASTROP","municipal",6936
"13776",1993,"BASTROP","steam_electric_power",0
"13777",1993,"BAYLOR","irrigation",1284
"13778",1993,"BAYLOR","livestock",110
"13779",1993,"BAYLOR","manufacturing",0
"13780",1993,"BAYLOR","mining",39
"13781",1993,"BAYLOR","municipal",978
"13782",1993,"BAYLOR","steam_electric_power",0
"13783",1993,"BEE","irrigation",680
"13784",1993,"BEE","livestock",88
"13785",1993,"BEE","manufacturing",1
"13786",1993,"BEE","mining",29
"13787",1993,"BEE","municipal",1801
"13788",1993,"BEE","steam_electric_power",0
"13789",1993,"BELL","irrigation",207
"13790",1993,"BELL","livestock",113
"13791",1993,"BELL","manufacturing",368
"13792",1993,"BELL","mining",145
"13793",1993,"BELL","municipal",1271
"13794",1993,"BELL","steam_electric_power",0
"13795",1993,"BEXAR","irrigation",33655
"13796",1993,"BEXAR","livestock",158
"13797",1993,"BEXAR","manufacturing",10532
"13798",1993,"BEXAR","mining",5609
"13799",1993,"BEXAR","municipal",239782
"13800",1993,"BEXAR","steam_electric_power",606
"13801",1993,"BLANCO","irrigation",425
"13802",1993,"BLANCO","livestock",522
"13803",1993,"BLANCO","manufacturing",0
"13804",1993,"BLANCO","mining",6
"13805",1993,"BLANCO","municipal",668
"13806",1993,"BLANCO","steam_electric_power",0
"13807",1993,"BORDEN","irrigation",737
"13808",1993,"BORDEN","livestock",23
"13809",1993,"BORDEN","manufacturing",0
"13810",1993,"BORDEN","mining",994
"13811",1993,"BORDEN","municipal",73
"13812",1993,"BORDEN","steam_electric_power",0
"13813",1993,"BOSQUE","irrigation",65
"13814",1993,"BOSQUE","livestock",587
"13815",1993,"BOSQUE","manufacturing",478
"13816",1993,"BOSQUE","mining",276
"13817",1993,"BOSQUE","municipal",2282
"13818",1993,"BOSQUE","steam_electric_power",0
"13819",1993,"BOWIE","irrigation",844
"13820",1993,"BOWIE","livestock",550
"13821",1993,"BOWIE","manufacturing",17
"13822",1993,"BOWIE","mining",21
"13823",1993,"BOWIE","municipal",2498
"13824",1993,"BOWIE","steam_electric_power",0
"13825",1993,"BRAZORIA","irrigation",10352
"13826",1993,"BRAZORIA","livestock",618
"13827",1993,"BRAZORIA","manufacturing",1947
"13828",1993,"BRAZORIA","mining",701
"13829",1993,"BRAZORIA","municipal",20161
"13830",1993,"BRAZORIA","steam_electric_power",0
"13831",1993,"BRAZOS","irrigation",4694
"13832",1993,"BRAZOS","livestock",587
"13833",1993,"BRAZOS","manufacturing",15
"13834",1993,"BRAZOS","mining",25
"13835",1993,"BRAZOS","municipal",27813
"13836",1993,"BRAZOS","steam_electric_power",72
"13837",1993,"BREWSTER","irrigation",328
"13838",1993,"BREWSTER","livestock",541
"13839",1993,"BREWSTER","manufacturing",3
"13840",1993,"BREWSTER","mining",696
"13841",1993,"BREWSTER","municipal",1681
"13842",1993,"BREWSTER","steam_electric_power",0
"13843",1993,"BRISCOE","irrigation",37290
"13844",1993,"BRISCOE","livestock",242
"13845",1993,"BRISCOE","manufacturing",0
"13846",1993,"BRISCOE","mining",0
"13847",1993,"BRISCOE","municipal",186
"13848",1993,"BRISCOE","steam_electric_power",0
"13849",1993,"BROOKS","irrigation",360
"13850",1993,"BROOKS","livestock",62
"13851",1993,"BROOKS","manufacturing",0
"13852",1993,"BROOKS","mining",134
"13853",1993,"BROOKS","municipal",1197
"13854",1993,"BROOKS","steam_electric_power",0
"13855",1993,"BROWN","irrigation",1720
"13856",1993,"BROWN","livestock",131
"13857",1993,"BROWN","manufacturing",24
"13858",1993,"BROWN","mining",153
"13859",1993,"BROWN","municipal",224
"13860",1993,"BROWN","steam_electric_power",0
"13861",1993,"BURLESON","irrigation",4532
"13862",1993,"BURLESON","livestock",611
"13863",1993,"BURLESON","manufacturing",130
"13864",1993,"BURLESON","mining",29
"13865",1993,"BURLESON","municipal",2107
"13866",1993,"BURLESON","steam_electric_power",0
"13867",1993,"BURNET","irrigation",65
"13868",1993,"BURNET","livestock",396
"13869",1993,"BURNET","manufacturing",5
"13870",1993,"BURNET","mining",240
"13871",1993,"BURNET","municipal",1595
"13872",1993,"BURNET","steam_electric_power",0
"13873",1993,"CALDWELL","irrigation",147
"13874",1993,"CALDWELL","livestock",77
"13875",1993,"CALDWELL","manufacturing",0
"13876",1993,"CALDWELL","mining",12
"13877",1993,"CALDWELL","municipal",2654
"13878",1993,"CALDWELL","steam_electric_power",0
"13879",1993,"CALHOUN","irrigation",1995
"13880",1993,"CALHOUN","livestock",191
"13881",1993,"CALHOUN","manufacturing",28
"13882",1993,"CALHOUN","mining",15
"13883",1993,"CALHOUN","municipal",427
"13884",1993,"CALHOUN","steam_electric_power",0
"13885",1993,"CALLAHAN","irrigation",788
"13886",1993,"CALLAHAN","livestock",94
"13887",1993,"CALLAHAN","manufacturing",0
"13888",1993,"CALLAHAN","mining",210
"13889",1993,"CALLAHAN","municipal",625
"13890",1993,"CALLAHAN","steam_electric_power",0
"13891",1993,"CAMERON","irrigation",0
"13892",1993,"CAMERON","livestock",143
"13893",1993,"CAMERON","manufacturing",31
"13894",1993,"CAMERON","mining",8
"13895",1993,"CAMERON","municipal",1329
"13896",1993,"CAMERON","steam_electric_power",0
"13897",1993,"CAMP","irrigation",23
"13898",1993,"CAMP","livestock",337
"13899",1993,"CAMP","manufacturing",0
"13900",1993,"CAMP","mining",15
"13901",1993,"CAMP","municipal",1525
"13902",1993,"CAMP","steam_electric_power",0
"13903",1993,"CARSON","irrigation",65924
"13904",1993,"CARSON","livestock",1339
"13905",1993,"CARSON","manufacturing",1924
"13906",1993,"CARSON","mining",1650
"13907",1993,"CARSON","municipal",5605
"13908",1993,"CARSON","steam_electric_power",0
"13909",1993,"CASS","irrigation",12
"13910",1993,"CASS","livestock",318
"13911",1993,"CASS","manufacturing",0
"13912",1993,"CASS","mining",819
"13913",1993,"CASS","municipal",2561
"13914",1993,"CASS","steam_electric_power",0
"13915",1993,"CASTRO","irrigation",490398
"13916",1993,"CASTRO","livestock",6418
"13917",1993,"CASTRO","manufacturing",319
"13918",1993,"CASTRO","mining",0
"13919",1993,"CASTRO","municipal",3368
"13920",1993,"CASTRO","steam_electric_power",0
"13921",1993,"CHAMBERS","irrigation",0
"13922",1993,"CHAMBERS","livestock",431
"13923",1993,"CHAMBERS","manufacturing",0
"13924",1993,"CHAMBERS","mining",5144
"13925",1993,"CHAMBERS","municipal",2261
"13926",1993,"CHAMBERS","steam_electric_power",32
"13927",1993,"CHEROKEE","irrigation",12
"13928",1993,"CHEROKEE","livestock",1055
"13929",1993,"CHEROKEE","manufacturing",4
"13930",1993,"CHEROKEE","mining",81
"13931",1993,"CHEROKEE","municipal",5460
"13932",1993,"CHEROKEE","steam_electric_power",166
"13933",1993,"CHILDRESS","irrigation",4660
"13934",1993,"CHILDRESS","livestock",62
"13935",1993,"CHILDRESS","manufacturing",0
"13936",1993,"CHILDRESS","mining",0
"13937",1993,"CHILDRESS","municipal",0
"13938",1993,"CHILDRESS","steam_electric_power",0
"13939",1993,"CLAY","irrigation",489
"13940",1993,"CLAY","livestock",209
"13941",1993,"CLAY","manufacturing",0
"13942",1993,"CLAY","mining",502
"13943",1993,"CLAY","municipal",608
"13944",1993,"CLAY","steam_electric_power",0
"13945",1993,"COCHRAN","irrigation",59216
"13946",1993,"COCHRAN","livestock",738
"13947",1993,"COCHRAN","manufacturing",0
"13948",1993,"COCHRAN","mining",692
"13949",1993,"COCHRAN","municipal",911
"13950",1993,"COCHRAN","steam_electric_power",0
"13951",1993,"COKE","irrigation",534
"13952",1993,"COKE","livestock",52
"13953",1993,"COKE","manufacturing",0
"13954",1993,"COKE","mining",170
"13955",1993,"COKE","municipal",63
"13956",1993,"COKE","steam_electric_power",0
"13957",1993,"COLEMAN","irrigation",0
"13958",1993,"COLEMAN","livestock",113
"13959",1993,"COLEMAN","manufacturing",0
"13960",1993,"COLEMAN","mining",0
"13961",1993,"COLEMAN","municipal",0
"13962",1993,"COLEMAN","steam_electric_power",0
"13963",1993,"COLLIN","irrigation",0
"13964",1993,"COLLIN","livestock",109
"13965",1993,"COLLIN","manufacturing",65
"13966",1993,"COLLIN","mining",0
"13967",1993,"COLLIN","municipal",1873
"13968",1993,"COLLIN","steam_electric_power",79
"13969",1993,"COLLINGSWORTH","irrigation",21954
"13970",1993,"COLLINGSWORTH","livestock",71
"13971",1993,"COLLINGSWORTH","manufacturing",0
"13972",1993,"COLLINGSWORTH","mining",0
"13973",1993,"COLLINGSWORTH","municipal",640
"13974",1993,"COLLINGSWORTH","steam_electric_power",0
"13975",1993,"COLORADO","irrigation",18620
"13976",1993,"COLORADO","livestock",972
"13977",1993,"COLORADO","manufacturing",30
"13978",1993,"COLORADO","mining",1562
"13979",1993,"COLORADO","municipal",2919
"13980",1993,"COLORADO","steam_electric_power",0
"13981",1993,"COMAL","irrigation",17
"13982",1993,"COMAL","livestock",283
"13983",1993,"COMAL","manufacturing",5971
"13984",1993,"COMAL","mining",9623
"13985",1993,"COMAL","municipal",5087
"13986",1993,"COMAL","steam_electric_power",0
"13987",1993,"COMANCHE","irrigation",28162
"13988",1993,"COMANCHE","livestock",690
"13989",1993,"COMANCHE","manufacturing",5
"13990",1993,"COMANCHE","mining",80
"13991",1993,"COMANCHE","municipal",919
"13992",1993,"COMANCHE","steam_electric_power",0
"13993",1993,"CONCHO","irrigation",5814
"13994",1993,"CONCHO","livestock",685
"13995",1993,"CONCHO","manufacturing",0
"13996",1993,"CONCHO","mining",0
"13997",1993,"CONCHO","municipal",640
"13998",1993,"CONCHO","steam_electric_power",0
"13999",1993,"COOKE","irrigation",288
"14000",1993,"COOKE","livestock",1017
"14001",1993,"COOKE","manufacturing",0
"14002",1993,"COOKE","mining",388
"14003",1993,"COOKE","municipal",5383
"14004",1993,"COOKE","steam_electric_power",0
"14005",1993,"CORYELL","irrigation",11
"14006",1993,"CORYELL","livestock",783
"14007",1993,"CORYELL","manufacturing",0
"14008",1993,"CORYELL","mining",100
"14009",1993,"CORYELL","municipal",181
"14010",1993,"CORYELL","steam_electric_power",0
"14011",1993,"COTTLE","irrigation",2448
"14012",1993,"COTTLE","livestock",40
"14013",1993,"COTTLE","manufacturing",0
"14014",1993,"COTTLE","mining",0
"14015",1993,"COTTLE","municipal",363
"14016",1993,"COTTLE","steam_electric_power",0
"14017",1993,"CRANE","irrigation",22
"14018",1993,"CRANE","livestock",114
"14019",1993,"CRANE","manufacturing",0
"14020",1993,"CRANE","mining",1206
"14021",1993,"CRANE","municipal",1068
"14022",1993,"CRANE","steam_electric_power",0
"14023",1993,"CROCKETT","irrigation",441
"14024",1993,"CROCKETT","livestock",617
"14025",1993,"CROCKETT","manufacturing",9
"14026",1993,"CROCKETT","mining",54
