"","basin_name","use_type","year","acre_feet"
"1327","Upper Lake Oahe","Municipal","2014",28.9
"1328","Upper Lake Oahe","Municipal","2013",19.4
"1329","Upper Lake Oahe","Municipal","2012",30.5
"1330","Upper Lake Oahe","Municipal","2011",26.2
"1331","Upper Lake Oahe","Municipal","2010",50.3
"1332","Upper Lake Oahe","Recreation","2018",2.8
"1333","Upper Little Missouri","Industrial","2019",6287.9
"1334","Upper Little Missouri","Industrial","2018",6038.7
"1335","Upper Little Missouri","Industrial","2017",6864.7
"1336","Upper Little Missouri","Industrial","2016",6583.1
"1337","Upper Little Missouri","Industrial","2015",6343.3
"1338","Upper Little Missouri","Industrial","2014",5854.9
"1339","Upper Little Missouri","Industrial","2013",5745
"1340","Upper Little Missouri","Industrial","2012",5575.2
"1341","Upper Little Missouri","Industrial","2011",5837.7
"1342","Upper Little Missouri","Industrial","2010",5662.9
"1343","Upper Little Missouri","Municipal","2019",0.1
"1344","Upper Little Missouri","Municipal","2018",0.6
"1345","Upper Little Missouri","Municipal","2017",0.3
"1346","Upper Little Missouri","Municipal","2016",0.6
"1347","Upper Little Missouri","Municipal","2015",0
"1348","Upper Little Missouri","Municipal","2014",24.3
"1349","Upper Little Missouri","Municipal","2013",22.6
"1350","Upper Little Missouri","Municipal","2012",25
"1351","Upper Little Missouri","Municipal","2011",20.1
"1352","Upper Little Missouri","Municipal","2010",20.2
"1353","Upper Pembina River","Municipal","2019",33.4
"1354","Upper Pembina River","Municipal","2018",25.2
"1355","Upper Pembina River","Municipal","2017",48
"1356","Upper Pembina River","Municipal","2016",36.6
"1357","Upper Red","Industrial","2019",563.8
"1358","Upper Red","Industrial","2018",552.7
"1359","Upper Red","Industrial","2017",593.8
"1360","Upper Red","Industrial","2016",753.5
"1361","Upper Red","Industrial","2015",680.8
"1362","Upper Red","Industrial","2014",598.7
"1363","Upper Red","Industrial","2013",577.3
"1364","Upper Red","Industrial","2012",665.2
"1365","Upper Red","Industrial","2011",726.9
"1366","Upper Red","Industrial","2010",619.2
"1367","Upper Red","Irrigation","2019",0
"1368","Upper Red","Irrigation","2018",0
"1369","Upper Red","Irrigation","2017",0
"1370","Upper Red","Irrigation","2016",0
"1371","Upper Red","Irrigation","2015",0
"1372","Upper Red","Irrigation","2014",0
"1373","Upper Red","Irrigation","2013",0
"1374","Upper Red","Irrigation","2011",0
"1375","Upper Red","Irrigation","2010",7.7
"1376","Upper Red","Municipal","2019",981
"1377","Upper Red","Municipal","2018",1027.8
"1378","Upper Red","Municipal","2017",1062.6
"1379","Upper Red","Municipal","2016",1339.9
"1380","Upper Red","Municipal","2015",1660.7
"1381","Upper Red","Municipal","2014",1651.7
"1382","Upper Red","Municipal","2013",1697.9
"1383","Upper Red","Municipal","2012",1753
"1384","Upper Red","Municipal","2011",1692.7
"1385","Upper Red","Municipal","2010",1676.4
"1386","Upper Red","Rural Water","2019",0.9
"1387","Upper Red","Rural Water","2018",1.3
"1388","Upper Red","Rural Water","2017",1
"1389","Upper Red","Rural Water","2016",6.9
"1390","Upper Red","Rural Water","2015",7.2
"1391","Upper Red","Rural Water","2014",11.4
"1392","Upper Red","Rural Water","2013",10.6
"1393","Upper Red","Rural Water","2012",15.7
"1394","Upper Red","Rural Water","2011",18.6
"1395","Upper Red","Rural Water","2010",20.1
"1396","Upper Sheyenne","Industrial","2016",0
"1397","Upper Sheyenne","Industrial","2015",0
"1398","Upper Sheyenne","Industrial","2014",0
"1399","Upper Sheyenne","Irrigation","2019",430.7
"1400","Upper Sheyenne","Irrigation","2018",691
"1401","Upper Sheyenne","Irrigation","2017",577.4
"1402","Upper Sheyenne","Irrigation","2016",228.6
"1403","Upper Sheyenne","Irrigation","2015",289.3
"1404","Upper Sheyenne","Irrigation","2014",285.7
"1405","Upper Sheyenne","Irrigation","2013",370.6
"1406","Upper Sheyenne","Irrigation","2012",343.2
"1407","Upper Sheyenne","Irrigation","2011",428.4
"1408","Upper Sheyenne","Irrigation","2010",681.4
"1409","Upper Sheyenne","Municipal","2019",342
"1410","Upper Sheyenne","Municipal","2018",364.5
"1411","Upper Sheyenne","Municipal","2017",364.8
"1412","Upper Sheyenne","Municipal","2016",393.6
"1413","Upper Sheyenne","Municipal","2015",389.3
"1414","Upper Sheyenne","Municipal","2014",355.9
"1415","Upper Sheyenne","Municipal","2013",363.2
"1416","Upper Sheyenne","Municipal","2012",389.4
"1417","Upper Sheyenne","Municipal","2011",312.5
"1418","Upper Sheyenne","Municipal","2010",391.9
"1419","West Missouri Coteau","Irrigation","2019",4.4
"1420","West Missouri Coteau","Irrigation","2018",39.7
"1421","West Missouri Coteau","Irrigation","2017",19.7
"1422","West Missouri Coteau","Irrigation","2016",26.6
"1423","West Missouri Coteau","Irrigation","2015",0
"1424","West Missouri Coteau","Irrigation","2014",0
"1425","West Missouri Coteau","Irrigation","2013",0
"1426","West Missouri Coteau","Irrigation","2012",0
"1427","West Missouri Coteau","Irrigation","2011",0
"1428","West Missouri Coteau","Irrigation","2010",0
"1429","West Missouri Coteau","Municipal","2019",84.9
"1430","West Missouri Coteau","Municipal","2018",123.4
"1431","West Missouri Coteau","Municipal","2017",174
"1432","West Missouri Coteau","Municipal","2016",155.6
"1433","West Missouri Coteau","Municipal","2015",149.1
"1434","West Missouri Coteau","Municipal","2014",142.2
"1435","West Missouri Coteau","Municipal","2013",138.6
"1436","West Missouri Coteau","Municipal","2012",15.4
"1437","West Missouri Coteau","Municipal","2011",122.6
"1438","West Missouri Coteau","Municipal","2010",111.4
"1439","Western Wild Rice","Industrial","2019",1476.8
"1440","Western Wild Rice","Industrial","2018",1489.1
"1441","Western Wild Rice","Industrial","2017",1433
"1442","Western Wild Rice","Industrial","2016",1375.9
"1443","Western Wild Rice","Industrial","2015",1214.6
"1444","Western Wild Rice","Industrial","2014",1319
"1445","Western Wild Rice","Industrial","2013",1404.6
"1446","Western Wild Rice","Industrial","2012",1100
"1447","Western Wild Rice","Industrial","2011",1305.4
"1448","Western Wild Rice","Industrial","2010",1009.1
"1449","Western Wild Rice","Irrigation","2019",7408.6
"1450","Western Wild Rice","Irrigation","2018",10605.7
"1451","Western Wild Rice","Irrigation","2017",14844.3
"1452","Western Wild Rice","Irrigation","2016",13963.7
"1453","Western Wild Rice","Irrigation","2015",12786.9
"1454","Western Wild Rice","Irrigation","2014",10247.7
"1455","Western Wild Rice","Irrigation","2013",14456.5
"1456","Western Wild Rice","Irrigation","2012",13957.8
"1457","Western Wild Rice","Irrigation","2011",5697.4
"1458","Western Wild Rice","Irrigation","2010",8154.5
"1459","Western Wild Rice","Multiple Use","2019",0
"1460","Western Wild Rice","Multiple Use","2018",0
"1461","Western Wild Rice","Multiple Use","2017",0
"1462","Western Wild Rice","Multiple Use","2016",0
"1463","Western Wild Rice","Municipal","2019",560.9
"1464","Western Wild Rice","Municipal","2018",670.8
"1465","Western Wild Rice","Municipal","2017",668.6
"1466","Western Wild Rice","Municipal","2016",551
"1467","Western Wild Rice","Municipal","2015",643.5
"1468","Western Wild Rice","Municipal","2014",611.3
"1469","Western Wild Rice","Municipal","2013",621.3
"1470","Western Wild Rice","Municipal","2012",707.3
"1471","Western Wild Rice","Municipal","2011",525.4
"1472","Western Wild Rice","Municipal","2010",519.1
"1473","Western Wild Rice","Rural Water","2019",748
"1474","Western Wild Rice","Rural Water","2018",759.8
"1475","Western Wild Rice","Rural Water","2017",824.1
"1476","Western Wild Rice","Rural Water","2016",891.3
"1477","Western Wild Rice","Rural Water","2015",875.8
"1478","Western Wild Rice","Rural Water","2014",834.3
"1479","Western Wild Rice","Rural Water","2013",870.8
"1480","Western Wild Rice","Rural Water","2012",958.4
"1481","Western Wild Rice","Rural Water","2011",892.6
"1482","Western Wild Rice","Rural Water","2010",960.5
"1483","Western Wild Rice","Stock","2010",8.5
"1484","Willow","Industrial","2015",0.8
"1485","Willow","Industrial","2014",5.5
"1486","Willow","Industrial","2013",4.4
"1487","Willow","Industrial","2012",5.9
"1488","Willow","Industrial","2011",5.2
"1489","Willow","Industrial","2010",1.5
"1490","Willow","Irrigation","2019",204.2
"1491","Willow","Irrigation","2018",272.6
"1492","Willow","Irrigation","2017",397.6
"1493","Willow","Irrigation","2016",231.5
"1494","Willow","Irrigation","2015",279.1
"1495","Willow","Irrigation","2014",236.9
"1496","Willow","Irrigation","2013",228.8
"1497","Willow","Irrigation","2012",429.7
"1498","Willow","Irrigation","2011",292.2
"1499","Willow","Irrigation","2010",203.4
"1500","Willow","Municipal","2019",1455
"1501","Willow","Municipal","2018",584.4
"1502","Willow","Municipal","2017",606.2
"1503","Willow","Municipal","2016",1207.2
"1504","Willow","Municipal","2015",1358.8
"1505","Willow","Municipal","2014",1367
"1506","Willow","Municipal","2013",1364.5
"1507","Willow","Municipal","2012",1456.9
"1508","Willow","Municipal","2011",831.9
"1509","Willow","Municipal","2010",1377.8
"1510","Willow","Rural Water","2019",502.6
"1511","Willow","Rural Water","2018",129.7
"1512","Willow","Rural Water","2017",130.1
"1513","Willow","Rural Water","2016",742.3
"1514","Willow","Rural Water","2015",708.5
"1515","Willow","Rural Water","2014",703.6
"1516","Willow","Rural Water","2013",586
"1517","Willow","Rural Water","2012",587
"1518","Willow","Rural Water","2011",282.5
"1519","Willow","Rural Water","2010",554.6
